1653	999999
1654	999999
1655	999999
1656	999999
1676	999999
1677	999999
1678	999999
1660	999999
1661	999999
1662	0
1631	3
1632	4
1633	1
1634	0
1635	2
1626	999999
1627	999999
1628	999999
1629	999999
1630	999999
1452	999999
1453	999999
1454	999999
1455	999999
1456	999999
1457	999999
1427	999999
1428	999999
1429	999999
1824	999999
1825	999999
1826	999999
1827	999999
1448	999999
1449	999999
1450	999999
1451	999999
1434	1
1435	6
1436	7
1437	3
1438	4
1439	0
1440	5
1441	2
1458	999999
1459	999999
1460	999999
1388	11
1389	6
1390	18
1391	3
1392	2
1393	20
1394	14
1395	7
1396	5
1397	17
1398	4
1399	12
1400	10
1401	9
1402	16
1403	15
1404	13
1405	0
1406	1
1407	8
1408	19
1442	0
1443	999999
1444	999999
1445	999999
1446	1
1447	999999
1347	0
1430	999999
1431	999999
1432	999999
1433	999999
1657	1
1658	0
1659	2
1409	7
1410	5
1411	6
1412	14
1413	13
1414	2
1415	12
1416	1
1417	16
1418	3
1419	17
1420	4
1421	10
1422	8
1423	11
1424	0
1425	15
1426	9
1332	999999
1333	5
1334	6
1335	9
1336	0
1337	10
1338	7
1339	11
1340	1
1341	3
1342	4
1343	2
1344	999999
1345	8
1346	999999
1509	12
1510	7
1511	8
1512	10
1513	1
1514	3
1515	2
1516	6
1517	4
1518	9
1519	11
1520	5
1353	999999
1354	26
1355	11
1356	28
1357	27
1358	31
1359	9
1360	4
1361	10
1362	30
1363	23
1364	25
1365	17
1366	34
1367	12
1368	24
1369	6
1370	18
1371	3
1372	19
1373	15
1374	29
1375	7
1376	32
1377	14
1378	20
1379	33
1380	13
1381	2
1382	8
1383	22
1384	1
1385	5
1386	0
1387	21
1636	7
1637	15
1638	9
1639	3
1640	6
1641	10
1642	5
1643	12
1644	16
1645	1
1646	8
1647	4
1648	0
1649	13
1650	14
1651	11
1652	2
1552	16
1553	15
1554	18
1555	1
1556	13
1557	19
1558	5
1559	14
1560	11
1561	10
1562	3
1563	4
1564	0
1565	20
1566	22
1567	21
1568	17
1569	6
1570	8
1571	7
1572	12
1573	2
1574	9
1663	8
1664	9
1665	12
1666	0
1667	3
1668	11
1669	5
1670	6
1671	7
1672	1
1673	2
1674	4
1675	10
1575	4
1576	999999
1577	999999
1578	999999
1579	999999
1580	11
1581	0
1582	999999
1583	9
1584	999999
1585	3
1586	999999
1587	13
1588	6
1589	999999
1590	5
1591	12
1592	10
1593	999999
1594	1
1595	999999
1596	14
1597	999999
1598	999999
1599	2
1600	2
1601	7
1602	8
1603	999999
1604	15
1605	9
1606	10
1607	19
1608	18
1609	20
1610	6
1611	2
1612	16
1613	1
1614	13
1615	15
1616	4
1617	8
1618	17
1619	5
1620	0
1621	14
1622	7
1623	3
1624	11
1625	12
1521	15
1522	7
1523	3
1524	11
1525	0
1526	14
1527	25
1528	5
1529	6
1530	21
1531	20
1532	4
1533	2
1534	22
1535	9
1536	13
1537	18
1538	23
1539	19
1540	8
1541	16
1542	1
1543	12
1544	17
1545	24
1546	10
1547	0
1548	1
1549	999999
1550	3
1551	2
1464	36
1465	35
1466	0
1467	12
1468	39
1469	27
1470	44
1471	14
1472	13
1473	6
1474	5
1475	40
1476	4
1477	20
1478	3
1479	2
1480	42
1481	17
1482	8
1483	32
1484	33
1485	38
1486	11
1487	7
1488	31
1489	15
1490	30
1491	24
1492	22
1493	10
1494	43
1495	9
1496	21
1497	18
1498	37
1499	25
1500	16
1501	23
1502	34
1503	28
1504	19
1505	29
1506	1
1507	26
1508	41
1278	35
1279	2
1280	31
1281	24
1282	23
1283	33
1284	22
1285	15
1286	3
1287	4
1288	11
1289	36
1290	27
1291	9
1292	18
1293	26
1294	1
1295	29
1296	6
1297	13
1298	20
1299	16
1300	7
1301	5
1302	19
1303	21
1304	32
1305	28
1306	999999
1307	12
1308	8
1309	14
1310	30
1311	17
1312	34
1313	0
1314	25
1315	10
1316	999999
1317	999999
1318	999999
1319	999999
1320	999999
1321	999999
1322	999999
1461	999999
1462	999999
1463	999999
1029	2
1030	0
1031	3
1032	1
1348	2
1349	3
1350	1
1351	4
1352	0
1323	3
1324	1
1325	2
1326	0
1033	0
1327	999999
1328	999999
1329	999999
1330	999999
1331	999999
218	0
108	3
109	0
110	2
111	1
114	1
115	0
165	999999
166	999999
167	999999
112	999999
113	999999
176	999999
177	999999
178	999999
179	0
180	999999
181	999999
182	999999
183	999999
184	999999
185	999999
186	999999
187	999999
188	999999
189	999999
190	999999
191	999999
192	999999
193	999999
194	999999
175	0
130	999999
131	999999
132	999999
133	999999
134	999999
135	999999
136	999999
137	999999
138	999999
173	0
583	5
584	6
585	10
586	4
587	1
588	9
589	13
590	7
591	14
592	12
593	11
594	8
595	3
596	2
597	16
598	0
599	15
129	999999
600	5
601	19
602	17
603	2
604	7
605	8
606	20
607	13
608	12
609	4
610	6
611	16
612	11
613	15
614	3
615	9
616	10
617	14
618	1
619	0
620	18
168	0
195	9
196	11
197	2
198	22
199	3
200	12
201	5
202	10
203	1
204	13
205	20
206	18
207	17
208	16
209	14
210	6
211	4
212	8
213	0
214	21
215	7
216	15
217	19
172	0
139	999999
140	999999
141	999999
142	999999
143	1
144	3
145	999999
146	999999
147	0
148	4
149	999999
150	5
151	999999
152	999999
153	999999
154	999999
155	999999
156	999999
157	999999
158	999999
159	999999
160	6
161	999999
162	2
163	999999
164	999999
219	2
220	8
221	14
222	15
223	13
224	11
225	3
226	12
227	7
228	18
229	5
230	10
231	17
232	9
233	1
234	0
235	4
236	16
237	6
1027	999999
1028	999999
621	0
622	1
623	17
624	18
625	14
626	9
627	10
628	13
629	7
630	4
631	2
632	12
633	3
634	5
635	15
636	11
637	999999
638	8
639	16
640	6
66	6
67	15
68	0
69	5
70	13
71	12
72	8
73	1
74	14
75	3
76	7
77	4
78	9
79	16
80	2
81	10
82	11
116	999999
117	999999
118	999999
119	999999
120	999999
121	999999
122	999999
123	999999
124	999999
125	999999
126	999999
127	999999
128	999999
94	6
95	2
96	12
97	11
98	5
99	7
100	1
101	13
102	10
103	9
104	8
105	3
106	4
107	0
503	2
504	5
505	10
506	4
507	8
508	12
509	3
510	6
511	7
512	9
513	1
514	0
515	11
516	11
517	15
518	18
519	9
520	2
521	5
522	16
523	6
524	1
525	17
526	19
527	4
528	3
529	7
530	13
531	10
532	20
533	8
534	0
535	14
536	12
348	0
349	6
350	2
351	8
352	7
353	1
354	9
355	11
356	12
357	10
358	4
359	5
360	3
1122	15
1123	12
1124	4
1125	13
1126	9
1127	7
1128	0
1129	10
1130	11
1131	5
1132	3
1133	2
1134	8
1135	6
