1	2	1
1	3	1
1	4	1
1	5	1
1	6	1
1	7	1
1	8	1
1	9	1
1	10	1
1	11	1
1	12	1
1	13	1
1	14	1
1	15	1
1	16	1
1	17	1
1	18	1
1	19	1
1	20	1
1	21	1
1	22	1
1	23	1
1	24	1
1	25	1
1	26	1
1	27	1
1	28	1
1	29	1
1	30	1
1	31	1
1	32	1
1	33	1
1	34	1
1	35	1
1	36	1
1	37	1
1	38	1
1	39	1
1	40	1
1	41	1
1	42	1
1	43	1
1	44	1
1	45	1
1	46	1
1	47	1
1	48	1
1	49	1
1	50	1
1	51	1
1	52	1
1	53	1
1	54	1
1	55	1
1	56	1
1	57	1
1	58	1
1	59	1
1	60	1
1	61	1
1	62	1
1	63	1
1	64	1
64	65	1
1	65	2
64	66	1
1	66	2
64	67	1
1	67	2
67	68	1
64	68	2
1	68	3
67	69	1
64	69	2
1	69	3
67	70	1
64	70	2
1	70	3
67	71	1
64	71	2
1	71	3
67	72	1
64	72	2
1	72	3
67	73	1
64	73	2
1	73	3
67	74	1
64	74	2
1	74	3
67	75	1
64	75	2
1	75	3
67	76	1
64	76	2
1	76	3
67	77	1
64	77	2
1	77	3
67	78	1
64	78	2
1	78	3
67	79	1
64	79	2
1	79	3
67	80	1
64	80	2
1	80	3
67	81	1
64	81	2
1	81	3
67	82	1
64	82	2
1	82	3
67	83	1
64	83	2
1	83	3
67	84	1
64	84	2
1	84	3
66	85	1
64	85	2
1	85	3
66	86	1
64	86	2
1	86	3
66	87	1
64	87	2
1	87	3
66	88	1
64	88	2
1	88	3
66	89	1
64	89	2
1	89	3
66	90	1
64	90	2
1	90	3
66	91	1
64	91	2
1	91	3
66	92	1
64	92	2
1	92	3
66	93	1
64	93	2
1	93	3
66	94	1
64	94	2
1	94	3
66	95	1
64	95	2
1	95	3
65	96	1
64	96	2
1	96	3
65	97	1
64	97	2
1	97	3
65	98	1
64	98	2
1	98	3
65	99	1
64	99	2
1	99	3
65	100	1
64	100	2
1	100	3
65	101	1
64	101	2
1	101	3
65	102	1
64	102	2
1	102	3
65	103	1
64	103	2
1	103	3
65	104	1
64	104	2
1	104	3
65	105	1
64	105	2
1	105	3
65	106	1
64	106	2
1	106	3
65	107	1
64	107	2
1	107	3
65	108	1
64	108	2
1	108	3
65	109	1
64	109	2
1	109	3
63	110	1
1	110	2
63	111	1
1	111	2
63	112	1
1	112	2
63	113	1
1	113	2
62	114	1
1	114	2
62	115	1
1	115	2
61	116	1
1	116	2
61	117	1
1	117	2
60	118	1
1	118	2
60	119	1
1	119	2
60	120	1
1	120	2
60	121	1
1	121	2
60	122	1
1	122	2
60	123	1
1	123	2
60	124	1
1	124	2
60	125	1
1	125	2
60	126	1
1	126	2
60	127	1
1	127	2
60	128	1
1	128	2
60	129	1
1	129	2
60	130	1
1	130	2
59	131	1
1	131	2
58	132	1
1	132	2
58	133	1
1	133	2
58	134	1
1	134	2
58	135	1
1	135	2
58	136	1
1	136	2
58	137	1
1	137	2
58	138	1
1	138	2
58	139	1
1	139	2
58	140	1
1	140	2
57	141	1
1	141	2
57	142	1
1	142	2
57	143	1
1	143	2
57	144	1
1	144	2
57	145	1
1	145	2
57	146	1
1	146	2
57	147	1
1	147	2
57	148	1
1	148	2
57	149	1
1	149	2
57	150	1
1	150	2
57	151	1
1	151	2
57	152	1
1	152	2
57	153	1
1	153	2
57	154	1
1	154	2
57	155	1
1	155	2
57	156	1
1	156	2
57	157	1
1	157	2
57	158	1
1	158	2
57	159	1
1	159	2
57	160	1
1	160	2
57	161	1
1	161	2
57	162	1
1	162	2
57	163	1
1	163	2
57	164	1
1	164	2
57	165	1
1	165	2
57	166	1
1	166	2
56	167	1
1	167	2
56	168	1
1	168	2
56	169	1
1	169	2
55	170	1
1	170	2
54	171	1
1	171	2
53	172	1
1	172	2
53	173	1
1	173	2
53	174	1
1	174	2
174	175	1
53	175	2
1	175	3
173	176	1
53	176	2
1	176	3
172	177	1
53	177	2
1	177	3
52	178	1
1	178	2
51	179	1
1	179	2
51	180	1
1	180	2
51	181	1
1	181	2
51	182	1
1	182	2
51	183	1
1	183	2
51	184	1
1	184	2
51	185	1
1	185	2
51	186	1
1	186	2
51	187	1
1	187	2
51	188	1
1	188	2
51	189	1
1	189	2
51	190	1
1	190	2
51	191	1
1	191	2
51	192	1
1	192	2
51	193	1
1	193	2
51	194	1
1	194	2
51	195	1
1	195	2
51	196	1
1	196	2
51	197	1
1	197	2
50	198	1
1	198	2
50	199	1
1	199	2
50	200	1
1	200	2
50	201	1
1	201	2
50	202	1
1	202	2
50	203	1
1	203	2
50	204	1
1	204	2
50	205	1
1	205	2
50	206	1
1	206	2
50	207	1
1	207	2
50	208	1
1	208	2
50	209	1
1	209	2
50	210	1
1	210	2
50	211	1
1	211	2
50	212	1
1	212	2
50	213	1
1	213	2
50	214	1
1	214	2
50	215	1
1	215	2
50	216	1
1	216	2
50	217	1
1	217	2
50	218	1
1	218	2
50	219	1
1	219	2
50	220	1
1	220	2
49	221	1
1	221	2
48	222	1
1	222	2
48	223	1
1	223	2
48	224	1
1	224	2
48	225	1
1	225	2
48	226	1
1	226	2
48	227	1
1	227	2
48	228	1
1	228	2
48	229	1
1	229	2
48	230	1
1	230	2
48	231	1
1	231	2
48	232	1
1	232	2
48	233	1
1	233	2
48	234	1
1	234	2
48	235	1
1	235	2
48	236	1
1	236	2
48	237	1
1	237	2
48	238	1
1	238	2
48	239	1
1	239	2
48	240	1
1	240	2
47	241	1
1	241	2
47	242	1
1	242	2
47	243	1
1	243	2
47	244	1
1	244	2
47	245	1
1	245	2
47	246	1
1	246	2
47	247	1
1	247	2
47	248	1
1	248	2
47	249	1
1	249	2
47	250	1
1	250	2
47	251	1
1	251	2
47	252	1
1	252	2
47	253	1
1	253	2
47	254	1
1	254	2
47	255	1
1	255	2
47	256	1
1	256	2
47	257	1
1	257	2
47	258	1
1	258	2
47	259	1
1	259	2
47	260	1
1	260	2
47	261	1
1	261	2
47	262	1
1	262	2
47	263	1
1	263	2
47	264	1
1	264	2
264	265	1
47	265	2
1	265	3
264	266	1
47	266	2
1	266	3
264	267	1
47	267	2
1	267	3
264	268	1
47	268	2
1	268	3
264	269	1
47	269	2
1	269	3
264	270	1
47	270	2
1	270	3
264	271	1
47	271	2
1	271	3
264	272	1
47	272	2
1	272	3
264	273	1
47	273	2
1	273	3
264	274	1
47	274	2
1	274	3
264	275	1
47	275	2
1	275	3
264	276	1
47	276	2
1	276	3
263	277	1
47	277	2
1	277	3
263	278	1
47	278	2
1	278	3
263	279	1
47	279	2
1	279	3
263	280	1
47	280	2
1	280	3
263	281	1
47	281	2
1	281	3
263	282	1
47	282	2
1	282	3
263	283	1
47	283	2
1	283	3
263	284	1
47	284	2
1	284	3
263	285	1
47	285	2
1	285	3
263	286	1
47	286	2
1	286	3
263	287	1
47	287	2
1	287	3
263	288	1
47	288	2
1	288	3
263	289	1
47	289	2
1	289	3
263	290	1
47	290	2
1	290	3
263	291	1
47	291	2
1	291	3
263	292	1
47	292	2
1	292	3
263	293	1
47	293	2
1	293	3
263	294	1
47	294	2
1	294	3
262	295	1
47	295	2
1	295	3
262	296	1
47	296	2
1	296	3
262	297	1
47	297	2
1	297	3
262	298	1
47	298	2
1	298	3
262	299	1
47	299	2
1	299	3
262	300	1
47	300	2
1	300	3
262	301	1
47	301	2
1	301	3
261	302	1
47	302	2
1	302	3
261	303	1
47	303	2
1	303	3
261	304	1
47	304	2
1	304	3
261	305	1
47	305	2
1	305	3
261	306	1
47	306	2
1	306	3
261	307	1
47	307	2
1	307	3
261	308	1
47	308	2
1	308	3
261	309	1
47	309	2
1	309	3
261	310	1
47	310	2
1	310	3
261	311	1
47	311	2
1	311	3
261	312	1
47	312	2
1	312	3
261	313	1
47	313	2
1	313	3
261	314	1
47	314	2
1	314	3
261	315	1
47	315	2
1	315	3
261	316	1
47	316	2
1	316	3
261	317	1
47	317	2
1	317	3
261	318	1
47	318	2
1	318	3
261	319	1
47	319	2
1	319	3
261	320	1
47	320	2
1	320	3
261	321	1
47	321	2
1	321	3
261	322	1
47	322	2
1	322	3
261	323	1
47	323	2
1	323	3
261	324	1
47	324	2
1	324	3
261	325	1
47	325	2
1	325	3
261	326	1
47	326	2
1	326	3
261	327	1
47	327	2
1	327	3
261	328	1
47	328	2
1	328	3
261	329	1
47	329	2
1	329	3
261	330	1
47	330	2
1	330	3
261	331	1
47	331	2
1	331	3
261	332	1
47	332	2
1	332	3
261	333	1
47	333	2
1	333	3
261	334	1
47	334	2
1	334	3
261	335	1
47	335	2
1	335	3
261	336	1
47	336	2
1	336	3
261	337	1
47	337	2
1	337	3
261	338	1
47	338	2
1	338	3
261	339	1
47	339	2
1	339	3
261	340	1
47	340	2
1	340	3
260	341	1
47	341	2
1	341	3
260	342	1
47	342	2
1	342	3
260	343	1
47	343	2
1	343	3
260	344	1
47	344	2
1	344	3
260	345	1
47	345	2
1	345	3
260	346	1
47	346	2
1	346	3
260	347	1
47	347	2
1	347	3
260	348	1
47	348	2
1	348	3
260	349	1
47	349	2
1	349	3
260	350	1
47	350	2
1	350	3
259	351	1
47	351	2
1	351	3
259	352	1
47	352	2
1	352	3
258	353	1
47	353	2
1	353	3
258	354	1
47	354	2
1	354	3
258	355	1
47	355	2
1	355	3
258	356	1
47	356	2
1	356	3
258	357	1
47	357	2
1	357	3
258	358	1
47	358	2
1	358	3
258	359	1
47	359	2
1	359	3
258	360	1
47	360	2
1	360	3
258	361	1
47	361	2
1	361	3
258	362	1
47	362	2
1	362	3
258	363	1
47	363	2
1	363	3
258	364	1
47	364	2
1	364	3
258	365	1
47	365	2
1	365	3
257	366	1
47	366	2
1	366	3
257	367	1
47	367	2
1	367	3
257	368	1
47	368	2
1	368	3
257	369	1
47	369	2
1	369	3
257	370	1
47	370	2
1	370	3
257	371	1
47	371	2
1	371	3
257	372	1
47	372	2
1	372	3
257	373	1
47	373	2
1	373	3
257	374	1
47	374	2
1	374	3
256	375	1
47	375	2
1	375	3
256	376	1
47	376	2
1	376	3
256	377	1
47	377	2
1	377	3
256	378	1
47	378	2
1	378	3
256	379	1
47	379	2
1	379	3
256	380	1
47	380	2
1	380	3
256	381	1
47	381	2
1	381	3
256	382	1
47	382	2
1	382	3
256	383	1
47	383	2
1	383	3
256	384	1
47	384	2
1	384	3
255	385	1
47	385	2
1	385	3
255	386	1
47	386	2
1	386	3
255	387	1
47	387	2
1	387	3
255	388	1
47	388	2
1	388	3
255	389	1
47	389	2
1	389	3
255	390	1
47	390	2
1	390	3
255	391	1
47	391	2
1	391	3
255	392	1
47	392	2
1	392	3
255	393	1
47	393	2
1	393	3
255	394	1
47	394	2
1	394	3
255	395	1
47	395	2
1	395	3
254	396	1
47	396	2
1	396	3
254	397	1
47	397	2
1	397	3
254	398	1
47	398	2
1	398	3
254	399	1
47	399	2
1	399	3
254	400	1
47	400	2
1	400	3
253	401	1
47	401	2
1	401	3
252	402	1
47	402	2
1	402	3
252	403	1
47	403	2
1	403	3
252	404	1
47	404	2
1	404	3
252	405	1
47	405	2
1	405	3
252	406	1
47	406	2
1	406	3
252	407	1
47	407	2
1	407	3
252	408	1
47	408	2
1	408	3
252	409	1
47	409	2
1	409	3
252	410	1
47	410	2
1	410	3
251	411	1
47	411	2
1	411	3
251	412	1
47	412	2
1	412	3
251	413	1
47	413	2
1	413	3
251	414	1
47	414	2
1	414	3
251	415	1
47	415	2
1	415	3
251	416	1
47	416	2
1	416	3
251	417	1
47	417	2
1	417	3
251	418	1
47	418	2
1	418	3
251	419	1
47	419	2
1	419	3
251	420	1
47	420	2
1	420	3
251	421	1
47	421	2
1	421	3
251	422	1
47	422	2
1	422	3
251	423	1
47	423	2
1	423	3
251	424	1
47	424	2
1	424	3
251	425	1
47	425	2
1	425	3
251	426	1
47	426	2
1	426	3
251	427	1
47	427	2
1	427	3
251	428	1
47	428	2
1	428	3
251	429	1
47	429	2
1	429	3
251	430	1
47	430	2
1	430	3
251	431	1
47	431	2
1	431	3
251	432	1
47	432	2
1	432	3
251	433	1
47	433	2
1	433	3
251	434	1
47	434	2
1	434	3
251	435	1
47	435	2
1	435	3
251	436	1
47	436	2
1	436	3
251	437	1
47	437	2
1	437	3
251	438	1
47	438	2
1	438	3
251	439	1
47	439	2
1	439	3
250	440	1
47	440	2
1	440	3
250	441	1
47	441	2
1	441	3
250	442	1
47	442	2
1	442	3
250	443	1
47	443	2
1	443	3
249	444	1
47	444	2
1	444	3
249	445	1
47	445	2
1	445	3
249	446	1
47	446	2
1	446	3
249	447	1
47	447	2
1	447	3
249	448	1
47	448	2
1	448	3
249	449	1
47	449	2
1	449	3
249	450	1
47	450	2
1	450	3
249	451	1
47	451	2
1	451	3
249	452	1
47	452	2
1	452	3
249	453	1
47	453	2
1	453	3
249	454	1
47	454	2
1	454	3
249	455	1
47	455	2
1	455	3
249	456	1
47	456	2
1	456	3
249	457	1
47	457	2
1	457	3
249	458	1
47	458	2
1	458	3
249	459	1
47	459	2
1	459	3
249	460	1
47	460	2
1	460	3
249	461	1
47	461	2
1	461	3
249	462	1
47	462	2
1	462	3
249	463	1
47	463	2
1	463	3
249	464	1
47	464	2
1	464	3
249	465	1
47	465	2
1	465	3
249	466	1
47	466	2
1	466	3
249	467	1
47	467	2
1	467	3
249	468	1
47	468	2
1	468	3
249	469	1
47	469	2
1	469	3
249	470	1
47	470	2
1	470	3
249	471	1
47	471	2
1	471	3
249	472	1
47	472	2
1	472	3
249	473	1
47	473	2
1	473	3
249	474	1
47	474	2
1	474	3
249	475	1
47	475	2
1	475	3
249	476	1
47	476	2
1	476	3
249	477	1
47	477	2
1	477	3
249	478	1
47	478	2
1	478	3
249	479	1
47	479	2
1	479	3
249	480	1
47	480	2
1	480	3
249	481	1
47	481	2
1	481	3
249	482	1
47	482	2
1	482	3
249	483	1
47	483	2
1	483	3
249	484	1
47	484	2
1	484	3
249	485	1
47	485	2
1	485	3
248	486	1
47	486	2
1	486	3
248	487	1
47	487	2
1	487	3
248	488	1
47	488	2
1	488	3
248	489	1
47	489	2
1	489	3
248	490	1
47	490	2
1	490	3
248	491	1
47	491	2
1	491	3
248	492	1
47	492	2
1	492	3
248	493	1
47	493	2
1	493	3
248	494	1
47	494	2
1	494	3
248	495	1
47	495	2
1	495	3
248	496	1
47	496	2
1	496	3
248	497	1
47	497	2
1	497	3
248	498	1
47	498	2
1	498	3
248	499	1
47	499	2
1	499	3
248	500	1
47	500	2
1	500	3
248	501	1
47	501	2
1	501	3
248	502	1
47	502	2
1	502	3
248	503	1
47	503	2
1	503	3
248	504	1
47	504	2
1	504	3
248	505	1
47	505	2
1	505	3
248	506	1
47	506	2
1	506	3
248	507	1
47	507	2
1	507	3
248	508	1
47	508	2
1	508	3
248	509	1
47	509	2
1	509	3
248	510	1
47	510	2
1	510	3
247	511	1
47	511	2
1	511	3
247	512	1
47	512	2
1	512	3
247	513	1
47	513	2
1	513	3
247	514	1
47	514	2
1	514	3
247	515	1
47	515	2
1	515	3
247	516	1
47	516	2
1	516	3
247	517	1
47	517	2
1	517	3
247	518	1
47	518	2
1	518	3
247	519	1
47	519	2
1	519	3
247	520	1
47	520	2
1	520	3
247	521	1
47	521	2
1	521	3
247	522	1
47	522	2
1	522	3
247	523	1
47	523	2
1	523	3
246	524	1
47	524	2
1	524	3
246	525	1
47	525	2
1	525	3
246	526	1
47	526	2
1	526	3
246	527	1
47	527	2
1	527	3
246	528	1
47	528	2
1	528	3
246	529	1
47	529	2
1	529	3
246	530	1
47	530	2
1	530	3
246	531	1
47	531	2
1	531	3
246	532	1
47	532	2
1	532	3
246	533	1
47	533	2
1	533	3
246	534	1
47	534	2
1	534	3
246	535	1
47	535	2
1	535	3
246	536	1
47	536	2
1	536	3
246	537	1
47	537	2
1	537	3
246	538	1
